LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,269.0,1.0,0.0,269.0,b'N'
0.0,3.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,33.0,0.01,0.0,0.0,0.0,0.0,181.0,1.0,0.0,181.0,b'N'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.06,0.0,0.0,0.0,0.0,18.0,1.0,0.0,18.0,b'N'
0.0,35.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.11,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,78.0,0.23,0.0,0.0,0.0,0.0,80.0,1.0,0.0,80.0,b'N'
0.0,467.0,19.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,139.0,0.59,1871.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,0.13,0.0,0.0,0.0,0.0,1810.0,1.0,0.0,1810.0,b'Y'
0.0,27.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.71,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,94.0,0.15,0.0,0.0,0.0,0.0,91.0,1.0,0.0,91.0,b'Y'
0.0,5.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,49.0,0.04,0.0,0.0,0.0,0.0,77.0,1.0,0.0,77.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2064.0,1.0,0.0,2064.0,b'N'
0.0,13.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.29,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,34.0,0.15,0.0,0.0,0.0,0.0,47.0,1.0,0.0,47.0,b'Y'
0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,51.0,0.03,0.0,0.0,0.0,0.0,66.0,1.0,0.0,66.0,b'Y'
0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,30.0,0.04,0.0,0.0,0.0,0.0,47.0,1.0,0.0,47.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.01,0.0,0.0,0.0,0.0,164.0,1.0,0.0,164.0,b'N'
0.0,29.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.13,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,66.0,0.21,0.0,0.0,0.0,0.0,71.0,1.0,0.0,71.0,b'N'
0.0,15.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.88,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,113.0,0.06,0.0,0.0,0.0,0.0,138.0,1.0,0.0,138.0,b'Y'
0.0,5.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,51.0,0.04,0.0,0.0,0.0,0.0,80.0,1.0,0.0,80.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,294.0,1.0,0.0,294.0,b'N'
0.0,35.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.11,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,78.0,0.23,0.0,0.0,0.0,0.0,80.0,1.0,0.0,80.0,b'Y'
0.0,127.0,17.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,42.0,0.66,645.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,583.0,0.1,0.0,0.0,0.0,0.0,634.0,1.0,0.0,634.0,b'Y'
0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.02,0.0,0.0,0.0,0.0,49.0,1.0,0.0,49.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,768.0,1.0,0.0,768.0,b'N'
0.0,11.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,49.0,0.11,0.0,0.0,0.0,0.0,55.0,1.0,0.0,55.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.06,0.0,0.0,0.0,0.0,16.0,1.0,0.0,16.0,b'N'
0.0,13.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,59.0,0.11,0.0,0.0,0.0,0.0,64.0,1.0,0.0,64.0,b'Y'
0.0,13.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.86,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,52.0,0.02,0.0,0.0,0.0,0.0,407.0,1.0,0.0,407.0,b'N'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.01,0.0,0.0,0.0,0.0,91.0,1.0,0.0,91.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.04,0.0,0.0,0.0,0.0,24.0,1.0,0.0,24.0,b'N'
0.0,13.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,73.0,0.08,0.0,0.0,0.0,0.0,89.0,1.0,0.0,89.0,b'N'
0.0,33.0,10.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,0.71,145.0,4.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,130.0,0.1,0.0,0.0,0.0,0.0,169.0,1.0,0.0,169.0,b'Y'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.05,0.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,193.0,1.0,0.0,193.0,b'N'
0.0,33.0,12.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,14.0,0.82,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,130.0,0.07,0.0,0.0,0.0,0.0,245.0,1.0,0.0,245.0,b'N'
0.0,15.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.25,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,46.0,0.16,0.0,0.0,0.0,0.0,50.0,1.0,0.0,50.0,b'Y'
0.0,23.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.17,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,72.0,0.07,0.0,0.0,0.0,0.0,163.0,1.0,0.0,163.0,b'Y'
0.0,11.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.67,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,35.0,0.05,0.0,0.0,0.0,0.0,111.0,1.0,0.0,111.0,b'N'
0.0,7.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,34.0,0.07,0.0,0.0,0.0,0.0,58.0,1.0,0.0,58.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,405.0,1.0,0.0,405.0,b'N'
0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,12.0,0.14,0.0,0.0,0.0,0.0,14.0,1.0,0.0,14.0,b'N'
0.0,11.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.33,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,65.0,0.05,0.0,0.0,0.0,0.0,124.0,1.0,0.0,124.0,b'Y'
0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,14.0,0.08,0.0,0.0,0.0,0.0,38.0,1.0,0.0,38.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.08,0.0,0.0,0.0,0.0,13.0,1.0,0.0,13.0,b'N'
0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,21.0,0.05,0.0,0.0,0.0,0.0,60.0,1.0,0.0,60.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.03,0.0,0.0,0.0,0.0,33.0,1.0,0.0,33.0,b'N'
0.0,11.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.67,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,34.0,0.06,0.0,0.0,0.0,0.0,94.0,1.0,0.0,94.0,b'Y'
0.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,25.0,0.01,0.0,0.0,0.0,0.0,399.0,1.0,0.0,399.0,b'N'
0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.01,0.0,0.0,0.0,0.0,69.0,1.0,0.0,69.0,b'Y'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.03,0.0,0.0,0.0,0.0,29.0,1.0,0.0,29.0,b'Y'
0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.01,0.0,0.0,0.0,0.0,116.0,1.0,0.0,116.0,b'Y'
0.0,5.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,34.0,0.01,0.0,0.0,0.0,0.0,495.0,1.0,0.0,495.0,b'N'
0.0,197.0,11.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,99.0,1.0,684.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,587.0,0.15,0.0,0.0,0.0,0.0,672.0,1.0,0.0,672.0,b'Y'
0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,37.0,0.03,0.0,0.0,0.0,0.0,58.0,1.0,0.0,58.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,797.0,1.0,0.0,797.0,b'N'
0.0,9.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.4,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,26.0,0.12,0.0,0.0,0.0,0.0,41.0,1.0,0.0,41.0,b'Y'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.03,0.0,0.0,0.0,0.0,34.0,1.0,0.0,34.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,79.0,1.0,0.0,79.0,b'N'
0.0,23.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,1.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,111.0,0.1,0.0,0.0,0.0,0.0,124.0,1.0,0.0,124.0,b'Y'
0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,38.0,0.03,0.0,0.0,0.0,0.0,58.0,1.0,0.0,58.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,248.0,1.0,0.0,248.0,b'N'
0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,0.01,0.0,0.0,0.0,0.0,80.0,1.0,0.0,80.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.01,0.0,0.0,0.0,0.0,83.0,1.0,0.0,83.0,b'N'
0.0,17.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.89,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,120.0,0.07,0.0,0.0,0.0,0.0,132.0,1.0,0.0,132.0,b'Y'
0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,39.0,0.03,0.0,0.0,0.0,0.0,59.0,1.0,0.0,59.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,257.0,1.0,0.0,257.0,b'N'
0.0,21.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.82,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,129.0,0.05,0.0,0.0,0.0,0.0,213.0,1.0,0.0,213.0,b'Y'
0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,39.0,0.03,0.0,0.0,0.0,0.0,59.0,1.0,0.0,59.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,338.0,1.0,0.0,338.0,b'N'
0.0,9.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.8,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,46.0,0.07,0.0,0.0,0.0,0.0,71.0,1.0,0.0,71.0,b'Y'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,22.0,1.0,0.0,22.0,b'N'
