filename,#CodeChurnInFile,MaxSizeCodeChurn,AvgSizeCodeChurn,#Commits,#Contributors,#MinorContributors,#ContibutorExperience,#Hunks,#LinesAdded,MaxLinesAdded,AvgLinesAdded,#LinesRemoved,MaxLinesRemoved,AvgLinesRemoved,vulnerable
docs\manual\mod\mod_proxy.xml.meta,0,0,0,18,7.0,0.0,33.33,1.0,18,1,1,18,1,1,1
docs\manual\mod\mod_proxy.xml.fr,99,21,4,27,8.0,7.0,88.84,2.0,166,38,6,67,17,2,1
modules\proxy\mod_proxy_ajp.c,22,17,3,8,6.0,2.0,55.88,1.0,45,26,6,23,9,3,1
docs\manual\mod\mod_proxy.html.en,13,17,1,21,8.0,4.0,55.16,2.0,215,58,10,202,130,10,1
docs\manual\mod\mod_proxy.xml.ja,0,0,0,16,8.0,0.0,25.0,1.0,16,1,1,16,1,1,1
docs\manual\mod\mod_proxy_ajp.html.en,-15,4,-2,9,4.0,2.0,75.31,1.0,33,13,4,48,28,5,1
docs\manual\mod\mod_proxy_ajp.xml.ja,0,0,0,3,3.0,0.0,33.33,1.0,3,1,1,3,1,1,1
docs\manual\mod\mod_proxy_connect.html.en,12,12,2,6,4.0,0.0,63.64,1.0,17,12,3,5,1,1,1
docs\manual\mod\mod_proxy_connect.xml.ja,25,25,8,3,3.0,0.0,87.88,1.0,29,27,10,4,2,1,1
docs\manual\style\description.xml,-1,1,0,6,2.0,0.0,77.78,1.0,4,2,1,5,1,1,1
docs\manual\style\lang-targets.xml,-1,3,0,6,2.0,0.0,81.82,1.0,5,3,1,6,3,1,1
docs\manual\style\manual.da.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.de.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.en.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.es.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.fr.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.ja.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.ko.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.pt-br.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.ru.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.tr.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\manual.zh-cn.xsl,0,1,0,4,2.0,0.0,50.0,1.0,2,1,0,2,1,0,1
docs\manual\style\xsl\util\allmodules.xml,-1,1,0,3,2.0,0.0,66.67,1.0,4,2,1,5,2,2,1
docs\manual\style\xsl\util\designations.xml,-1,1,0,4,2.0,0.0,54.55,1.0,5,2,1,6,2,2,1
docs\manual\mod\mod_proxy_ajp.xml,0,4,0,3,3.0,0.0,53.33,2.0,15,10,5,15,8,5,1
docs\manual\mod\mod_proxy.xml,84,17,4,24,8.0,2.0,30.84,1.5,149,26,6,65,10,3,1
docs\manual\mod\mod_proxy_connect.xml,13,13,6,2,2.0,0.0,86.67,1.0,14,13,7,1,1,0,1
docs\man\rotatelogs.8,3,3,0,6,5.0,0.0,40.82,3.0,26,10,4,23,10,4,1
docs\manual\bind.html.de,27,27,5,5,4.0,3.0,97.16,1.0,119,115,24,92,88,18,1
docs\manual\bind.html.en,-10,0,-1,8,4.0,3.0,90.32,1.0,26,11,3,36,18,4,1
docs\manual\bind.html.fr,-9,2,-1,9,4.0,3.0,91.3,1.0,30,13,3,39,18,4,1
docs\manual\bind.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\bind.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\bind.html.tr.utf8,0,0,0,5,4.0,0.0,40.0,1.0,5,1,1,5,1,1,1
docs\manual\caching.html.en,-7,0,-1,6,4.0,0.0,79.31,1.0,11,5,2,18,12,3,1
docs\manual\caching.html.fr,-7,0,-1,6,4.0,0.0,79.31,1.0,11,5,2,18,12,3,1
docs\manual\caching.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\compliance.html.en,2,2,0,6,5.0,0.0,45.45,1.0,12,4,2,10,4,2,1
docs\manual\compliance.html.fr,518,518,86,6,6.0,5.0,97.0,1.0,526,518,88,8,4,1,1
docs\manual\configuring.html.de,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\configuring.html.en,0,0,0,5,4.0,0.0,40.0,1.0,5,1,1,5,1,1,1
docs\manual\configuring.html.fr,0,0,0,5,4.0,0.0,40.0,1.0,5,1,1,5,1,1,1
docs\manual\configuring.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\configuring.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\configuring.html.tr.utf8,0,0,0,5,4.0,0.0,40.0,1.0,5,1,1,5,1,1,1
docs\manual\content-negotiation.html.en,-2,0,0,5,4.0,0.0,57.14,1.0,6,2,1,8,4,2,1
docs\manual\content-negotiation.html.fr,-2,0,0,5,4.0,0.0,57.14,1.0,6,2,1,8,4,2,1
docs\manual\content-negotiation.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\content-negotiation.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\content-negotiation.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\custom-error.html.en,-8,0,-1,7,4.0,0.0,83.33,1.0,14,7,2,22,15,3,1
docs\manual\custom-error.html.es,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\custom-error.html.fr,-8,0,-1,7,4.0,0.0,83.33,1.0,14,7,2,22,15,3,1
docs\manual\custom-error.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\custom-error.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\custom-error.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\API.html.en,-3,0,0,6,4.0,0.0,53.85,1.0,5,1,1,8,3,1,1
docs\manual\developer\debugging.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\documenting.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\documenting.html.zh-cn.utf8,0,0,0,5,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\filters.html.en,-4,0,-1,5,4.0,0.0,66.67,1.0,7,3,1,11,7,2,1
docs\manual\developer\hooks.html.en,-20,0,-3,6,4.0,3.0,91.18,1.0,24,16,4,44,36,7,1
docs\manual\developer\index.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\index.html.zh-cn.utf8,0,0,0,5,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\lua.html.en,-24,0,-4,6,4.0,3.0,93.75,1.0,36,29,6,60,53,10,1
docs\manual\developer\modguide.html.en,-66,7,-8,8,5.0,3.0,81.15,1.0,97,68,12,163,141,20,1
docs\manual\developer\modules.html.en,-3,0,-1,5,4.0,0.0,64.71,1.0,7,3,1,10,6,2,1
docs\manual\developer\modules.html.ja.utf8,-3,0,-1,5,4.0,0.0,64.71,1.0,7,3,1,10,6,2,1
docs\manual\developer\new_api_2_4.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\developer\request.html.en,-2,0,0,5,4.0,0.0,57.14,1.0,6,2,1,8,4,2,1
docs\manual\developer\thread_safety.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dns-caveats.html.en,-8,0,-2,5,4.0,0.0,81.25,1.0,12,8,2,20,16,4,1
docs\manual\dns-caveats.html.fr,-8,0,-2,5,4.0,0.0,81.25,1.0,12,8,2,20,16,4,1
docs\manual\dns-caveats.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dns-caveats.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dns-caveats.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dso.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dso.html.fr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dso.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dso.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\dso.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\env.html.en,0,8,0,8,4.0,3.0,88.89,1.0,27,12,3,27,16,3,1
docs\manual\env.html.fr,-1,7,0,7,4.0,3.0,87.76,1.0,24,11,3,25,16,4,1
docs\manual\env.html.ja.utf8,-3,0,-1,5,4.0,0.0,64.71,1.0,7,3,1,10,6,2,1
docs\manual\env.html.ko.euc-kr,-3,0,-1,5,4.0,0.0,64.71,1.0,7,3,1,10,6,2,1
docs\manual\env.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\faq\index.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\faq\index.html.fr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\faq\index.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\faq\index.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\faq\index.html.zh-cn.utf8,0,0,0,5,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.en,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.es,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.fr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\filter.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\getting-started.html.en,7,5,1,9,5.0,1.0,42.86,2.0,28,12,3,21,7,2,1
docs\manual\getting-started.html.fr,274,271,30,9,6.0,4.0,86.31,1.0,294,271,33,20,10,2,1
docs\manual\glossary.html.de,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\glossary.html.en,8,8,2,5,4.0,0.0,62.5,1.0,12,8,2,4,1,1,1
docs\manual\glossary.html.es,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\glossary.html.fr,9,7,1,7,5.0,0.0,60.0,1.0,17,10,2,8,3,1,1
docs\manual\glossary.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\glossary.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\glossary.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\handler.html.en,-6,0,-1,6,4.0,0.0,76.92,1.0,10,5,2,16,11,3,1
docs\manual\handler.html.es,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\handler.html.fr,-6,0,-1,6,4.0,0.0,76.92,1.0,10,5,2,16,11,3,1
docs\manual\handler.html.ja.utf8,-7,0,-1,5,5.0,0.0,75.76,1.0,13,9,3,20,16,4,1
docs\manual\handler.html.ko.euc-kr,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\handler.html.tr.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\handler.html.zh-cn.utf8,0,0,0,5,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
docs\manual\howto\access.html.en,-1,7,0,7,5.0,2.0,62.75,1.0,25,10,4,26,20,4,1
docs\manual\howto\access.html.fr,238,240,30,8,6.0,4.0,82.76,1.0,264,240,33,26,20,3,1
docs\manual\howto\auth.html.en,-18,0,-2,8,6.0,4.0,68.63,1.0,42,16,5,60,32,8,1
docs\manual\howto\auth.html.fr,-16,2,-2,9,5.0,4.0,90.91,1.0,36,16,4,52,32,6,1
docs\manual\howto\auth.html.ja.utf8,0,0,0,4,4.0,0.0,25.0,1.0,4,1,1,4,1,1,1
