filename,#CodeChurnInFile,MaxSizeCodeChurn,AvgSizeCodeChurn,#Commits,#Contributors,#MinorContributors,#ContibutorExperience,#Hunks,#LinesAdded,MaxLinesAdded,AvgLinesAdded,#LinesRemoved,MaxLinesRemoved,AvgLinesRemoved,vulnerable
docs\releasenotes\conf.py,206,199,41,5,1,0,100.0,1,213,199,43,7,3,1,1
docs\releasenotes\reviewboard\1.6.txt,700,700,700,1,1,0,100.0,1,700,700,700,0,0,0,1
docs\manual\admin\configuration\access-control.txt,84,76,28,3,1,0,100.0,1,84,76,28,0,0,0,1
docs\manual\admin\configuration\email.txt,66,62,22,3,1,0,100.0,1,76,62,25,10,10,3,1
docs\manual\users\review-requests\closing.txt,38,20,13,3,1,0,100.0,1,38,20,13,0,0,0,1
docs\manual\users\reviews\approving-changes.txt,32,30,16,2,1,0,100.0,1.0,32,30,16,0,0,0,1
docs\manual\users\searching\quick-search.txt,29,27,14,2,1,0,100.0,1.0,29,27,14,0,0,0,1
docs\manual\users\reviews\comment-box.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
docs\manual\users\reviews\full-comment-box.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
docs\manual\users\reviews\issue-tracking.txt,63,59,32,2,1,0,100.0,1.0,63,59,32,0,0,0,1
reviewboard\htdocs\media\rb\js\datastore.js,2197,865,41,54,6,4,85.18,3.5,2836,865,53,639,56,12,1
reviewboard\templates\reviews\comments_dlg.html,29,18,4,7,3,0,81.82,1,31,18,4,2,1,0,1
docs\manual\users\reviews\closed-issue.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
docs\manual\users\reviews\dropped-issue.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
docs\manual\users\reviews\index.txt,19,14,4,5,1,0,100.0,1,25,14,5,6,3,1,1
docs\manual\users\reviews\open-issue.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
docs\manual\users\reviews\reviewing-diffs.txt,140,125,23,6,2,0,94.44,2.0,151,125,25,11,4,2,1
docs\manual\users\reviews\reviewing-files.txt,31,28,16,2,1,0,100.0,1.0,31,28,16,0,0,0,1
docs\manual\users\reviews\reviewing-screenshots.txt,60,55,30,2,1,0,100.0,1.5,60,55,30,0,0,0,1
docs\manual\webapi\2.0\errors\100-does-not-exist.txt,8,34,4,2,1,0,100.0,1.5,38,34,19,30,30,15,1
docs\manual\webapi\2.0\errors\101-permission-denied.txt,9,36,4,2,1,0,100.0,1.5,41,36,20,32,32,16,1
docs\manual\webapi\2.0\errors\103-not-logged-in.txt,10,38,5,2,1,0,100.0,2.0,43,38,22,33,33,16,1
docs\manual\webapi\2.0\errors\104-login-failed.txt,11,39,6,2,1,0,100.0,2.0,45,39,22,34,34,17,1
docs\manual\webapi\2.0\errors\105-invalid-form-data.txt,19,43,10,2,1,0,100.0,2.0,57,43,28,38,38,19,1
docs\manual\webapi\2.0\errors\203-invalid-change-number.txt,9,36,4,2,1,0,100.0,1.5,41,36,20,32,32,16,1
docs\manual\webapi\2.0\errors\204-change-number-in-use.txt,18,47,9,2,1,0,100.0,2.5,59,47,30,41,41,20,1
docs\manual\webapi\2.0\errors\205-missing-repository.txt,42,34,14,3,1,0,100.0,1,72,34,24,30,30,10,1
docs\manual\webapi\2.0\errors\206-invalid-repository.txt,13,38,6,2,1,0,100.0,2.0,46,38,23,33,33,16,1
docs\manual\webapi\2.0\errors\207-repository-file-not-found.txt,17,39,8,2,1,0,100.0,1.0,53,39,26,36,36,18,1
docs\manual\webapi\2.0\errors\208-invalid-user.txt,11,35,6,2,1,0,100.0,1.0,43,35,22,32,32,16,1
docs\manual\webapi\2.0\errors\209-repository-action-not-supported.txt,10,36,5,2,1,0,100.0,1.5,42,36,21,32,32,16,1
docs\manual\webapi\2.0\errors\210-repository-info-error.txt,11,36,6,2,1,0,100.0,1.0,44,36,22,33,33,16,1
docs\manual\webapi\2.0\errors\212-empty-changeset.txt,10,38,5,2,1,0,100.0,1.5,44,38,22,34,34,17,1
docs\manual\webapi\2.0\errors\213-server-config-error.txt,51,37,17,3,1,0,100.0,1,85,37,28,34,34,11,1
docs\manual\webapi\2.0\errors\214-bad-host-key.txt,60,42,20,3,1,0,100.0,1,99,42,33,39,39,13,1
docs\manual\webapi\2.0\errors\215-unverified-host-key.txt,56,40,19,3,1,0,100.0,1,93,40,31,37,37,12,1
docs\manual\webapi\2.0\errors\216-unverified-host-cert.txt,75,49,25,3,1,0,100.0,1,118,49,39,43,43,14,1
docs\manual\webapi\2.0\errors\217-missing-user-key.txt,43,35,14,3,1,0,100.0,1,74,35,25,31,31,10,1
docs\manual\webapi\2.0\errors\218-repo-authentication-error.txt,50,38,12,4,1,0,100.0,1.0,84,38,21,34,33,8,1
docs\manual\glossary.txt,72,28,18,4,1,0,100.0,2.0,74,28,18,2,1,0,1
docs\manual\admin\installation\creating-sites.txt,171,138,19,9,2,1,99.14,1,202,138,22,31,20,3,1
docs\manual\admin\sites\management-commands.txt,106,90,18,6,1,0,100.0,1.0,118,90,20,12,7,2,1
docs\manual\users\reviews\draft-banner.txt,28,27,14,2,1,0,100.0,1.0,30,27,15,2,2,1,1
docs\manual\users\reviews\editing-reviews.txt,52,29,17,3,1,0,100.0,1,73,43,24,21,20,7,1
docs\manual\admin\configuration\email-settings.txt,52,38,9,6,1,0,100.0,1.0,65,38,11,13,7,2,1
docs\manual\users\review-requests\file-attachment.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
docs\manual\users\review-requests\uploading-files.txt,40,37,20,2,1,0,100.0,1.5,41,37,20,1,1,0,1
docs\manual\admin\configuration\index.txt,18,16,4,4,1,0,100.0,1.5,22,16,6,4,3,1,1
docs\manual\admin\configuration\review-groups.txt,136,95,23,6,1,0,100.0,1.5,169,95,28,33,25,6,1
docs\manual\admin\index.txt,17,65,1,12,1,0,100.0,1.0,78,65,6,61,54,5,1
docs\manual\admin\optimization\general.txt,92,92,46,2,1,0,100.0,0.5,92,92,46,0,0,0,1
docs\manual\admin\optimization\index.txt,12,10,3,4,1,0,100.0,1.0,15,10,4,3,3,1,1
docs\manual\admin\optimization\memcached.txt,28,26,9,3,1,0,100.0,1,28,26,9,0,0,0,1
docs\manual\admin\optimization\mysql.txt,43,43,22,2,1,0,100.0,0.5,43,43,22,0,0,0,1
docs\manual\admin\admin-ui\index.txt,13,16,4,3,1,0,100.0,1,16,16,5,3,2,1,1
docs\manual\admin\configuration\authentication-settings.txt,215,174,36,6,2,0,83.4,1.5,228,174,38,13,6,2,1
docs\manual\admin\configuration\default-reviewers.txt,146,134,24,6,1,0,100.0,1.5,157,134,26,11,4,2,1
docs\manual\admin\configuration\diffviewer-settings.txt,76,65,19,4,1,0,100.0,1.5,82,65,20,6,5,2,1
docs\manual\admin\configuration\file-storage-settings.txt,70,70,18,4,1,0,100.0,1.0,72,70,18,2,1,0,1
docs\manual\admin\configuration\general-settings.txt,86,193,22,4,1,0,100.0,1.5,205,193,51,119,118,30,1
docs\manual\admin\configuration\logging-settings.txt,45,40,11,4,1,0,100.0,1.0,49,40,12,4,4,1,1
docs\manual\admin\configuration\permission-groups.txt,87,87,29,3,1,0,100.0,1,90,87,30,3,3,1,1
docs\manual\admin\configuration\settings.txt,29,26,5,6,1,0,100.0,1.0,45,26,8,16,7,3,1
docs\manual\admin\configuration\ssh-settings.txt,46,44,15,3,1,0,100.0,1,46,44,15,0,0,0,1
docs\manual\admin\configuration\users.txt,236,239,47,5,1,0,100.0,1,250,239,50,14,8,3,1
docs\manual\admin\admin-ui\database.txt,147,110,29,5,1,0,100.0,4,200,110,40,53,26,11,1
docs\manual\admin\sites\index.txt,13,14,3,5,1,0,100.0,1,16,14,3,3,1,1,1
docs\manual\admin\sites\search-indexing.txt,40,42,20,2,1,0,100.0,3.5,49,42,24,9,9,4,1
docs\manual\admin\installation\index.txt,13,13,4,3,1,0,100.0,1,14,13,5,1,1,0,1
docs\manual\admin\upgrading\index.txt,11,11,11,1,1,0,100.0,1,11,11,11,0,0,0,1
docs\manual\admin\upgrading\upgrading-reviewboard.txt,21,18,7,3,1,0,100.0,1,22,18,7,1,1,0,1
docs\manual\admin\upgrading\upgrading-sites.txt,32,32,11,3,1,0,100.0,1,33,32,11,1,1,0,1
reviewboard\admin\forms.py,679,359,19,36,5,3,85.21,2.0,1117,359,31,438,282,12,1
docs\manual\users\review-requests\index.txt,17,12,4,4,1,0,100.0,1.0,21,12,5,4,4,1,1
docs\manual\users\review-requests\uploading-screenshots.txt,33,27,11,3,1,0,100.0,4,44,27,15,11,8,4,1
docs\manual\users\review-requests\drag-drop-screenshots.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
docs\manual\webapi\2.0\resources\review-reply-diff-comment.txt,4,4,1,3,1,0,100.0,1,7,4,2,3,2,1,1
docs\manual\users\dashboard\index.txt,257,257,128,2,1,0,100.0,1.0,259,257,130,2,2,1,1
docs\manual\users\searching\index.txt,12,11,6,2,1,0,100.0,1.0,12,11,6,0,0,0,1
docs\manual\users\searching\full-text-search.txt,100,94,25,4,1,0,100.0,3.0,121,94,30,21,17,5,1
docs\manual\users\dashboard\dashboard-columns.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
docs\manual\users\dashboard\dashboard.txt,257,189,64,4,1,0,100.0,1.0,263,189,66,6,6,2,1
docs\manual\users\index.txt,18,71,6,3,1,0,100.0,1,74,71,25,56,55,19,1
docs\manual\users\review-requests\fields.txt,112,143,22,5,2,1,97.01,2,190,150,38,78,68,16,1
docs\manual\users\review-requests\publishing.txt,22,22,22,1,1,0,100.0,1,22,22,22,0,0,0,1
docs\manual\users\review-requests\uploading-diffs.txt,20,20,20,1,1,0,100.0,1,20,20,20,0,0,0,1
docs\manual\users\reviews\publishing.txt,21,21,21,1,1,0,100.0,1,21,21,21,0,0,0,1
docs\manual\webapi\index.txt,44,36,11,4,1,0,100.0,1.5,52,36,13,8,8,2,1
docs\manual\webapi\2.0\resources\change-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\change.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\manual\webapi\2.0\resources\draft-file-attachment-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\draft-file-attachment.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\manual\webapi\2.0\resources\file-attachment-comment-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\file-attachment-comment.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\manual\webapi\2.0\resources\file-attachment-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\file-attachment.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\manual\webapi\2.0\resources\index.txt,67,96,17,4,2,1,99.59,2.0,154,96,38,87,87,22,1
docs\manual\webapi\2.0\resources\review-file-attachment-comment-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\review-file-attachment-comment.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\manual\webapi\2.0\resources\review-reply-file-attachment-comment-list.txt,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
docs\manual\webapi\2.0\resources\review-reply-file-attachment-comment.txt,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
docs\releasenotes\reviewboard\1.5.6.txt,98,98,98,1,1,0,100.0,1,98,98,98,0,0,0,1
reviewboard\changedescs\evolutions\__init__.py,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\changedescs\evolutions\fields_changed_longtext.py,9,9,9,1,1,0,100.0,1,9,9,9,0,0,0,1
docs\releasenotes\rbtools\0.3.3.txt,187,187,187,1,1,0,100.0,1,187,187,187,0,0,0,1
reviewboard\htdocs\media\rb\images\favicon.ico,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\hg.py,272,84,10,27,4,1,44.28,1,337,84,12,65,12,2,1
reviewboard\scmtools\forms.py,776,377,22,36,5,4,92.22,2.0,960,383,27,184,103,5,1
docs\codebase\unit-tests\fixtures.txt,71,57,9,8,2,1,96.3,2.0,103,57,13,32,10,4,1
docs\releasenotes\reviewboard\1.6-rc-2.txt,198,198,198,1,1,0,100.0,1,198,198,198,0,0,0,1
reviewboard\templates\reviews\review_header.html,70,55,6,12,3,0,45.33,2.0,110,55,9,40,17,3,1
reviewboard\scmtools\testdata\stunnel.pem,31,31,31,1,1,0,100.0,1,31,31,31,0,0,0,1
reviewboard\htdocs\media\rb\js\screenshots.js,404,440,29,14,2,0,92.58,2.0,586,440,42,182,118,13,1
reviewboard\htdocs\media\rb\images\closed_issue.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\open_issue.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\css\dashboard.css,94,44,7,14,3,1,86.5,1.0,147,44,10,53,22,4,1
reviewboard\diffviewer\evolutions\remove_diff_revision.py,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
reviewboard\diffviewer\evolutions\add_diff_revision.py,6,11,2,3,3,0,61.11,1,12,11,4,6,5,2,1
reviewboard\diffviewer\forms.py,130,32,3,46,3,1,70.27,2.0,250,60,5,120,28,3,1
reviewboard\diffviewer\testdata\mercurial_repo.bundle,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\templatetags\difftags.py,26,51,1,24,3,2,98.28,1.0,275,89,11,249,110,10,1
docs\manual\users\review-requests\submitted-banner.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\errors.py,174,71,17,10,2,1,98.0,1.0,187,71,19,13,5,1,1
reviewboard\scmtools\sshutils.py,417,142,23,18,2,1,98.92,1.0,485,142,27,68,48,4,1
reviewboard\reviews\management\commands\fixreviewcounts.py,17,17,17,1,1,0,100.0,1,17,17,17,0,0,0,1
reviewboard\diffviewer\testdata\diffs\mercurial\base-diff,12,12,12,1,1,0,100.0,1,12,12,12,0,0,0,1
reviewboard\diffviewer\testdata\diffs\mercurial\modified-base-diff,12,12,12,1,1,0,100.0,1,12,12,12,0,0,0,1
reviewboard\diffviewer\testdata\diffs\mercurial\parent-diff,15,15,15,1,1,0,100.0,1,15,15,15,0,0,0,1
reviewboard\changedescs\models.py,102,101,20,5,2,1,99.06,1,104,101,21,2,2,0,1
reviewboard\templates\reviews\review_request_box.html,142,100,3,52,6,4,73.28,1.0,303,100,6,161,50,3,1
reviewboard\accounts\backends.py,546,124,10,55,3,1,63.89,2,705,124,13,159,21,3,1
reviewboard\accounts\forms.py,447,257,25,18,4,2,86.05,2.0,478,257,27,31,10,2,1
reviewboard\admin\siteconfig.py,266,148,13,20,4,1,60.51,1.0,309,148,15,43,21,2,1
reviewboard\scmtools\admin.py,66,22,6,11,3,1,89.47,1,71,25,6,5,3,0,1
reviewboard\templates\admin\manual-updates\database-error.html,20,20,20,1,1,0,100.0,1,20,20,20,0,0,0,1
reviewboard\templates\admin\manual_updates_required.html,32,31,5,6,1,0,100.0,1.0,38,31,6,6,5,1,1
reviewboard\templates\admin\manual-updates\version-mismatch.html,26,26,26,1,1,0,100.0,1,26,26,26,0,0,0,1
reviewboard\templates\admin\manual-updates\data-dir.html,78,78,78,1,1,0,100.0,1,78,78,78,0,0,0,1
reviewboard\attachments\admin.py,18,33,2,9,2,0,82.29,3,57,33,6,39,13,4,1
reviewboard\reviews\admin.py,239,122,17,14,2,1,98.58,1.5,260,130,19,21,8,2,1
reviewboard\scmtools\git.py,458,153,10,45,3,1,62.7,2,725,153,16,267,74,6,1
docs\releasenotes\reviewboard\1.6-rc-1.txt,159,153,80,2,1,0,100.0,1.0,159,153,80,0,0,0,1
reviewboard\templates\notifications\review_email.txt,31,14,2,17,2,0,54.22,1,57,14,3,26,9,2,1
reviewboard\templates\notifications\review_request_email.txt,65,30,3,19,3,0,59.29,1,89,30,5,24,4,1,1
reviewboard\htdocs\media\rb\js\ui.autocomplete.js,804,783,134,6,2,0,65.57,1.0,1558,783,260,754,751,126,1
reviewboard\htdocs\media\rb\js\ui.autocomplete.min.js,1,57,0,6,2,0,51.26,1.0,60,57,10,59,57,10,1
reviewboard\htdocs\media\rb\images\favicon_notify.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\accounts\evolutions\__init__.py,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,1
reviewboard\accounts\evolutions\is_private.py,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\accounts\views.py,79,32,2,36,3,1,76.0,2.0,202,35,6,123,29,3,1
reviewboard\templates\accounts\prefs.html,66,27,4,18,4,2,52.15,2.0,126,27,7,60,20,3,1
reviewboard\templates\notifications\review_request_email.html,97,86,16,6,3,1,86.24,1.0,103,86,17,6,3,1,1
reviewboard\templates\reviews\review_request_dlgs.html,80,36,5,15,2,0,94.83,1,98,36,7,18,4,1,1
contrib\internal\devserver.py,74,75,18,4,3,2,92.68,1.0,78,75,20,4,2,1,1
reviewboard\admin\middleware.py,107,50,10,11,2,0,76.98,2,123,51,11,16,4,1,1
reviewboard\attachments\mimetypes.py,103,103,103,1,1,0,100.0,1,103,103,103,0,0,0,1
reviewboard\attachments\tests.py,33,33,33,1,1,0,100.0,1,33,33,33,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\application-certificate.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\application-x-executable.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\audio-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\font-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\image-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\package-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\text-html.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\text-x-generic-template.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\text-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\text-x-script.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\video-x-generic.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-address-book.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-calendar.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-document-template.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-document.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-drawing-template.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-drawing.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-presentation-template.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-presentation.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-spreadsheet-template.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\mimetypes\x-office-spreadsheet.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
.reviewboardrc,3,1,1,4,1,0,100.0,1.0,4,1,1,1,1,0,1
docs\codebase\git\clean-commits.txt,342,271,171,2,1,0,100.0,2.0,342,271,171,0,0,0,1
docs\codebase\index.txt,61,28,8,8,1,0,100.0,1.5,69,28,9,8,6,1,1
reviewboard\reviews\evolutions\__init__.py,14,4,1,15,4,1,72.73,1,18,5,1,4,2,0,1
reviewboard\reviews\evolutions\file_attachments.py,11,11,11,1,1,0,100.0,1,11,11,11,0,0,0,1
reviewboard\attachments\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\reviews\evolutions\filemanager.py,12,12,3,4,2,0,70.59,1.0,23,12,6,11,5,3,1
reviewboard\accounts\decorators.py,43,48,4,10,2,0,79.38,1.0,70,48,7,27,11,3,1
reviewboard\reviews\evolutions\add_issues_to_comments.py,13,9,3,5,4,0,39.13,1,18,9,4,5,2,1,1
reviewboard\reviews\evolutions\group_invite_only.py,7,7,4,2,1,0,100.0,1.0,8,7,4,1,1,0,1
reviewboard\reviews\evolutions\localsite.py,9,8,3,3,2,0,84.62,1,11,8,4,2,1,1,1
reviewboard\reviews\management\commands\fill-database.py,338,339,169,2,2,1,99.12,1.5,340,339,170,2,2,1,1
reviewboard\scmtools\evolutions\group_site.py,7,7,4,2,2,0,63.64,1.0,9,7,4,2,2,1,1
reviewboard\scmtools\evolutions\localsite.py,7,6,2,3,2,0,54.55,1,9,6,3,2,1,1,1
reviewboard\scmtools\evolutions\repository_access_control.py,10,10,5,2,1,0,100.0,1.0,11,10,6,1,1,0,1
reviewboard\scmtools\plastic.py,313,314,104,3,2,1,96.62,1,319,314,106,6,5,2,1
reviewboard\site\templatetags\localsite.py,51,52,17,3,1,0,100.0,1,53,52,18,2,1,1,1
reviewboard\site\urlresolvers.py,36,36,18,2,1,0,100.0,1.0,37,36,18,1,1,0,1
docs\releasenotes\reviewboard\1.6-beta-2.txt,216,216,216,1,1,0,100.0,1,216,216,216,0,0,0,1
reviewboard\templates\reviews\review_reply.html,13,16,1,13,2,0,88.89,1,29,16,2,16,5,1,1
reviewboard\htdocs\media\rb\images\warning.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\cvs.py,319,93,10,33,2,0,68.22,1,460,93,14,141,36,4,1
contrib\conf\settings_local.py.tmpl,67,22,3,20,2,0,66.67,1.0,140,27,7,73,22,4,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\README,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\branch-format,1,1,1,1,1,0,100.0,1,1,1,1,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\branch\branch.conf,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\branch\format,1,1,1,1,1,0,100.0,1,1,1,1,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\branch\last-revision,1,1,1,1,1,0,100.0,1,1,1,1,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\branch\tags,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\format,1,1,1,1,1,0,100.0,1,1,1,1,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\indices\4375ad7ba1f30e1b0533f3ee4e981a2d.cix,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\indices\4375ad7ba1f30e1b0533f3ee4e981a2d.iix,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\indices\4375ad7ba1f30e1b0533f3ee4e981a2d.rix,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\indices\4375ad7ba1f30e1b0533f3ee4e981a2d.six,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\indices\4375ad7ba1f30e1b0533f3ee4e981a2d.tix,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\pack-names,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,1
reviewboard\scmtools\testdata\bzr_repo\.bzr\repository\packs\4375ad7ba1f30e1b0533f3ee4e981a2d.pack,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\core.py,72,34,2,29,2,0,70.3,1,137,37,5,65,21,2,1
reviewboard\templates\reviews\comment_issue.html,14,15,2,6,1,0,100.0,1.0,28,15,5,14,8,2,1
reviewboard\templates\reviews\review_reply_section.html,25,20,2,15,4,1,41.59,1,69,22,5,44,15,3,1
reviewboard\htdocs\media\rb\images\cancel_grey.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\bug.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\flag_green.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\templates\reviews\review_draft_inline_form.html,125,102,8,15,2,1,99.15,1,180,102,12,55,18,4,1
reviewboard\htdocs\media\rb\images\tick.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\reviews\evolutions\add_issues_to_screenshot_comments.py,10,10,10,1,1,0,100.0,1,10,10,10,0,0,0,1
reviewboard\accounts\signals.py,4,4,4,1,1,0,100.0,1,4,4,4,0,0,0,1
reviewboard\templates\notifications\new_user_email.html,32,32,32,1,1,0,100.0,1,32,32,32,0,0,0,1
reviewboard\templates\notifications\new_user_email.txt,8,8,8,1,1,0,100.0,1,8,8,8,0,0,0,1
reviewboard\reviews\signals.py,15,9,5,3,3,1,60.0,1,15,9,5,0,0,0,1
reviewboard\templates\admin\repository_confirmations.html,75,75,75,1,1,0,100.0,1,75,75,75,0,0,0,1
reviewboard\templates\admin\repository_fields.js,63,63,63,1,1,0,100.0,1,63,63,63,0,0,0,1
reviewboard\templates\admin\manual-updates\install-patch.html,71,35,14,5,1,0,100.0,1,72,35,14,1,1,0,1
docs\codebase\coding-standards.txt,122,121,41,3,1,0,100.0,1,129,121,43,7,6,2,1
docs\codebase\contributing-patches.txt,29,27,7,4,1,0,100.0,1.5,34,27,8,5,3,1,1
reviewboard\scmtools\fixtures\test_scmtools.json,183,65,20,9,2,0,78.34,1,290,90,32,107,64,12,1
reviewboard\test.py,117,52,4,31,5,3,78.74,2,289,83,9,172,85,6,1
reviewboard\templates\reviews\datagrid.html,32,18,3,12,2,0,92.39,1.0,62,18,5,30,10,2,1
docs\manual\webapi\2.0\resources\resource-tree.txt,95,94,48,2,2,1,98.95,1.0,95,94,48,0,0,0,1
docs\manual\webapi\2.0\resources\search.txt,4,4,4,1,1,0,100.0,1,4,4,4,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_mod_diffutils.diff,1242,1242,1242,1,1,0,100.0,1,1242,1242,1242,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_mod_resources.diff,5052,5052,5052,1,1,0,100.0,1,5052,5052,5052,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_mod_tests.diff,6205,6205,6205,1,1,0,100.0,1,6205,6205,6205,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_modified_models.diff,1607,1607,1607,1,1,0,100.0,1,1607,1607,1607,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_new_diffutils.diff,1232,1232,1232,1,1,0,100.0,1,1232,1232,1232,0,0,0,1
reviewboard\reviews\management\commands\diffs\git_new_models.diff,1452,1452,1452,1,1,0,100.0,1,1452,1452,1452,0,0,0,1
