CVE-ID,fixed_hash,repository
CVE-2011-1078,c4c896e1471aec3b004a693c689f60be3b17ac86,https://github.com/torvalds/linux
CVE-2011-1079,43629f8f5ea32a998d06d1bb41eefa0e821ff573,https://github.com/torvalds/linux
CVE-2011-1080,d846f71195d57b0bbb143382647c2c6638b04c5a,https://github.com/torvalds/linux
CVE-2011-1160,1309d7afbed112f0e8e90be9af975550caa0076b,https://github.com/torvalds/linux
CVE-2011-1180,d370af0ef7951188daeb15bae75db7ba57c67846,https://github.com/torvalds/linux
CVE-2011-1182,da48524eb20662618854bb3df2db01fc65f3070c,https://github.com/torvalds/linux
CVE-2011-1476,b769f49463711205d57286e64cf535ed4daf59e9,https://github.com/torvalds/linux
CVE-2011-1477,4d00135a680727f6c3be78f8befaac009030e4df,https://github.com/torvalds/linux
CVE-2011-1479,d0de4dc584ec6aa3b26fffea320a8457827768fc,https://github.com/torvalds/linux
CVE-2011-1488,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a,https://github.com/rsyslog/rsyslog
CVE-2011-1489,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a,https://github.com/rsyslog/rsyslog
CVE-2011-1490,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a,https://github.com/rsyslog/rsyslog
CVE-2011-1493,be20250c13f88375345ad99950190685eda51eb8,https://github.com/torvalds/linux
CVE-2011-1575,65c4d4ad331e94661de763e9b5304d28698999c4,https://github.com/jedisct1/pure-ftpd
CVE-2011-1585,4ff67b720c02c36e54d55b88c2931879b7db1cd2,https://github.com/torvalds/linux
CVE-2011-1588,03dd312e157d4fa8a11d5fa402706ae5b05806fa,https://github.com/xfce-mirror/thunar
CVE-2011-1589,b09854988c5b5b6a2ba53cc8661c4b2677da3818,https://github.com/kraih/mojo
CVE-2011-1759,0f22072ab50cac7983f9660d33974b45184da4f9,https://github.com/torvalds/linux
CVE-2011-1767,c2892f02712e9516d72841d5c019ed6916329794,https://github.com/torvalds/linux
CVE-2011-1768,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,https://github.com/torvalds/linux
CVE-2011-1833,764355487ea220fdc2faf128d577d7f679b91f97,https://github.com/torvalds/linux
CVE-2011-1927,64f3b9e203bd06855072e295557dca1485a2ecba,https://github.com/torvalds/linux
CVE-2011-1937,46e3d3ad195dcdc1af1795c96b6e0dc778fb6881,https://github.com/webmin/webmin
CVE-2011-2161,8312e3fc9041027a33c8bc667bb99740fdf41dd5,https://github.com/FFmpeg/FFmpeg
CVE-2011-2182,cae13fe4cc3f24820ffb990c09110626837e85d4,https://github.com/torvalds/linux
CVE-2011-2183,2b472611a32a72f4a118c069c2d62a1a3f087afd,https://github.com/torvalds/linux
CVE-2011-2206,b41d6dc247a175fe8e092d6ec2c460826fa62992,https://github.com/djabberd/DJabberd
CVE-2011-2208,21c5977a836e399fc710ff2c5367845ed5c2527f,https://github.com/torvalds/linux
CVE-2011-2209,21c5977a836e399fc710ff2c5367845ed5c2527f,https://github.com/torvalds/linux
CVE-2011-2210,21c5977a836e399fc710ff2c5367845ed5c2527f,https://github.com/torvalds/linux
CVE-2011-2211,21c5977a836e399fc710ff2c5367845ed5c2527f,https://github.com/torvalds/linux
CVE-2011-2479,78f11a255749d09025f54d4e2df4fbcb031530e2,https://github.com/torvalds/linux
CVE-2011-2482,ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d,https://github.com/torvalds/linux
CVE-2011-2486,7e4ab8e1189846041f955e6c83f72bc1624e7a98,https://github.com/davidben/nspluginwrapper
CVE-2011-2491,0b760113a3a155269a3fba93a409c640031dd68f,https://github.com/torvalds/linux
CVE-2011-2493,0449641130f5652b344ef6fa39fa019d7e94660a,https://github.com/torvalds/linux
CVE-2011-2494,1a51410abe7d0ee4b1d112780f46df87d3621043,https://github.com/torvalds/linux
CVE-2011-2495,1d1221f375c94ef961ba8574ac4f85c8870ddd51,https://github.com/torvalds/linux
CVE-2011-2496,982134ba62618c2d69fbbbd166d0a11ee3b7e3d8,https://github.com/torvalds/linux
CVE-2011-2517,208c72f4fe44fe09577e7975ba0e7fa0278f3d03,https://github.com/torvalds/linux
CVE-2011-2518,4e78c724d47e2342aa8fde61f6b8536f662f795f,https://github.com/torvalds/linux
CVE-2011-2521,fc66c5210ec2539e800e87d7b3a985323c7be96e,https://github.com/torvalds/linux
CVE-2011-2699,87c48fa3b4630905f98268dde838ee43626a060c,https://github.com/torvalds/linux
CVE-2011-2707,0d0138ebe24b94065580bd2601f8bb7eb6152f56,https://github.com/torvalds/linux
CVE-2011-2765,554e095a62c4412c91f981e72fd34a936ac2bf1e,https://github.com/irmen/Pyro3
CVE-2011-2898,13fcb7bd322164c67926ffe272846d4860196dc6,https://github.com/torvalds/linux
CVE-2011-2905,aba8d056078e47350d85b06a9cabd5afcc4b72ea,https://github.com/torvalds/linux
CVE-2011-2906,b5b515445f4f5a905c5dd27e6e682868ccd6c09d,https://github.com/torvalds/linux
CVE-2011-2909,819cbb120eaec7e014e5abd029260db1ca8c5735,https://github.com/torvalds/linux
CVE-2011-2918,a8b0ca17b80e92faab46ee7179ba9e99ccb61233,https://github.com/torvalds/linux
CVE-2011-2929,5f94b93279f6d0682fafb237c301302c107a9552,https://github.com/rails/rails
CVE-2011-2930,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,https://github.com/rails/rails
CVE-2011-2931,586a944ddd4d03e66dea1093306147594748037a,https://github.com/rails/rails
CVE-2011-2932,bfc432574d0b141fd7fe759edfe9b6771dd306bd,https://github.com/rails/rails
CVE-2011-3177,7fe2e3df308b8b6a901cb2cfd60f398df53219de,https://github.com/yast/yast-core
CVE-2011-3178,cbfe2ed36dd77c0843702935dea7f914bb599201,https://github.com/openSUSE/open-build-service
CVE-2011-3188,bc0b96b54a21246e377122d54569eef71cec535f,https://github.com/torvalds/linux
CVE-2011-3188,6e5714eaf77d79ae1c8b47e3e040ff5411b717ec,https://github.com/torvalds/linux
CVE-2011-3191,9438fabb73eb48055b58b89fc51e0bc4db22fabd,https://github.com/torvalds/linux
CVE-2011-3209,f8bd2258e2d520dff28c855658bd24bdafb5102d,https://github.com/torvalds/linux
CVE-2011-3211,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,https://github.com/solj/bcfg2
CVE-2011-3346,7285477ab11831b1cf56e45878a89170dd06d9b9,https://github.com/bonzini/qemu
CVE-2011-3346,103b40f51e4012b3b0ad20f615562a1806d7f49a,https://github.com/bonzini/qemu
CVE-2011-3353,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,https://github.com/torvalds/linux
CVE-2011-3359,c85ce65ecac078ab1a1835c87c4a6319cf74660a,https://github.com/torvalds/linux
CVE-2011-3363,70945643722ffeac779d2529a348f99567fa5c33,https://github.com/torvalds/linux
CVE-2011-3371,dd50a50a2760f10bd2d09814e30af4b36052ca6d,https://github.com/punbb/punbb
CVE-2011-3591,bda213c58aec44925be661acb0e76c19483ea170,https://github.com/phpmyadmin/phpmyadmin
CVE-2011-3592,2f28ce9c800274190418da0945ce3647d36e1db6,https://github.com/phpmyadmin/phpmyadmin
CVE-2011-3598,1df248203de055f97e092b50b1dd9643ccb73842,https://github.com/phppgadmin/phppgadmin
CVE-2011-3602,92e22ca23e52066da2258df8c76a2dca8a428bcc,https://github.com/reubenhwk/radvd
CVE-2011-3619,a5b2c5b2ad5853591a6cac6134cd0f599a720865,https://github.com/torvalds/linux
CVE-2011-3637,76597cd31470fa130784c78fadb4dab2e624a723,https://github.com/torvalds/linux
CVE-2011-3638,667eff35a1f56fa74ce98a0c7c29a40adc1ba4e3,https://github.com/torvalds/linux
CVE-2011-4080,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc,https://github.com/torvalds/linux
CVE-2011-4081,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c,https://github.com/torvalds/linux
CVE-2011-4086,15291164b22a357cb211b618adfef4fa82fc0de3,https://github.com/torvalds/linux
CVE-2011-4087,f8e9881c2aef1e982e5abc25c046820cd0b7cf64,https://github.com/torvalds/linux
CVE-2011-4098,64dd153c83743af81f20924c6343652d731eeecb,https://github.com/torvalds/linux
CVE-2011-4104,e8af315211b07c8f48f32a063233cc3f76dd5bc2,https://github.com/toastdriven/django-tastypie
CVE-2011-4112,550fd08c2cebad61c548def135f67aba284c6162,https://github.com/torvalds/linux
CVE-2011-4127,ec8013beddd717d1740cfefb1a9b900deef85462,https://github.com/torvalds/linux
CVE-2011-4127,0bfc96cb77224736dfa35c3c555d37b3646ef35e,https://github.com/torvalds/linux
CVE-2011-4131,bf118a342f10dafe44b14451a1392c3254629a1f,https://github.com/torvalds/linux
CVE-2011-4181,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,https://github.com/openSUSE/open-build-service
CVE-2011-4183,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,https://github.com/openSUSE/open-build-service
CVE-2011-4312,7a0a9d94555502278534dedcf2d75e9fccce8c3d,https://github.com/reviewboard/reviewboard
CVE-2011-4324,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,https://github.com/torvalds/linux
CVE-2011-4326,a9cf73ea7ff78f52662c8658d93c226effbbedde,https://github.com/torvalds/linux
CVE-2011-4341,476e4926e2773588eab10dd3036f27e1411521b5,https://github.com/symphonycms/symphony-2
CVE-2011-4344,410ed3001d51c689cf59085b7417466caa2ded7b,https://github.com/jenkinsci/winstone
CVE-2011-4348,ae53b5bd77719fed58086c5be60ce4f22bffe1c6,https://github.com/torvalds/linux
CVE-2011-4594,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c,https://github.com/torvalds/linux
CVE-2011-4596,ad3241929ea00569c74505ed002208ce360c667e,https://github.com/openstack/nova
CVE-2011-4604,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c,https://github.com/torvalds/linux
CVE-2011-4611,0837e3242c73566fc1c0196b4ec61779c25ffc93,https://github.com/torvalds/linux
CVE-2011-4621,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,https://github.com/torvalds/linux
CVE-2011-4715,8ea6f7bc37d05a9ec25b5afbea011cf9de5f1e49,https://github.com/liblime/LibLime-Koha
CVE-2011-4913,be20250c13f88375345ad99950190685eda51eb8,https://github.com/torvalds/linux
CVE-2011-4914,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,https://github.com/torvalds/linux
CVE-2011-4966,1b1ec5ce75e224bd1755650c18ccdaa6dc53e605,https://github.com/alandekok/freeradius-server
CVE-2011-4969,db9e023e62c1ff5d8f21ed9868ab6878da2005e9,https://github.com/jquery/jquery
CVE-2011-5018,59f81ea6bd8ef96c04a706a3ca453cd656284faa,https://github.com/koala-framework/koala-framework
CVE-2011-5097,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,https://github.com/opscode/chef
CVE-2011-5098,33f0e9c58bbf047e1b401a834f3abfe72d9a8947,https://github.com/opscode/chef
CVE-2011-5321,c290f8358acaeffd8e0c551ddcc24d1206143376,https://github.com/torvalds/linux
CVE-2011-5327,12f09ccb4612734a53e47ed5302e0479c10a50f8,https://github.com/torvalds/linux
CVE-2012-0028,8141c7f3e7aee618312fa1c15109e1219de784a7,https://github.com/torvalds/linux
CVE-2012-0036,75ca568fa1c19de4c5358fed246686de8467c238,https://github.com/bagder/curl
CVE-2012-0037,a676f235309a59d4aa78eeffd2574ae5d341fcb0,https://github.com/dajobe/raptor
CVE-2012-0038,fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba,https://github.com/torvalds/linux
CVE-2012-0038,093019cf1b18dd31b2c3b77acce4e000e2cbc9ce,https://github.com/torvalds/linux
CVE-2012-0044,a5cd335165e31db9dbab636fd29895d41da55dd2,https://github.com/torvalds/linux
CVE-2012-0045,c2226fc9e87ba3da060e47333657cd6616652b84,https://github.com/torvalds/linux
CVE-2012-0207,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27,https://github.com/torvalds/linux
CVE-2012-0807,73b1968ee30f6d9d2dae497544b910e68e114bfa,https://github.com/stefanesser/suhosin
CVE-2012-0863,5632c35d6759f5e13a7dfe78e4ee6403ff6a8e3e,https://github.com/mumble-voip/mumble
CVE-2012-0879,61cc74fbb87af6aa551a06a370590c9bc07e29d9,https://github.com/torvalds/linux
CVE-2012-0879,b69f2292063d2caf37ca9aec7d63ded203701bf3,https://github.com/torvalds/linux
CVE-2012-0957,2702b1526c7278c4d65d78de209a465d4de2885e,https://github.com/torvalds/linux
CVE-2012-0973,ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f,https://github.com/osclass/OSClass
CVE-2012-0974,ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f,https://github.com/osclass/OSClass
CVE-2012-1013,c5be6209311d4a8f10fda37d0d3f876c1b33b77b,https://github.com/krb5/krb5
CVE-2012-1097,c8e252586f8d5de906385d8cf6385fee289a825e,https://github.com/torvalds/linux
CVE-2012-1107,77d61c6eca4d08b9b025738acf6b926cc750db23,https://github.com/taglib/taglib
CVE-2012-1108,b3646a07348ffa276ea41a9dae03ddc63ea6c532,https://github.com/taglib/taglib
CVE-2012-1118,eb803ed02105fc919cf5f789e939f2b824162927,https://github.com/mantisbt/mantisbt
CVE-2012-1119,cf5df427f17cf9204645f83e000665780eb9afe6,https://github.com/mantisbt/mantisbt
CVE-2012-1119,dea7e315f3fc96dfa995e56e8810845fc07a47aa,https://github.com/mantisbt/mantisbt
CVE-2012-1121,9443258724e84cb388aa1865b775beaecd80596d,https://github.com/mantisbt/mantisbt
CVE-2012-1122,0da3f7ace233208eb3c8d628cc2fd6e56d83839f,https://github.com/mantisbt/mantisbt
CVE-2012-1123,f5106be52cf6aa72c521f388e4abb5f0de1f1d7f,https://github.com/mantisbt/mantisbt
CVE-2012-1146,371528caec553785c37f73fa3926ea0de84f986f,https://github.com/torvalds/linux
CVE-2012-1176,d2860c655357975e7b32d84e6b45e98f0dcecd7a,https://github.com/pediapress/pyfribidi
CVE-2012-1188,995220182068518e89019a265d113518f6566407,https://github.com/forkcms/forkcms
CVE-2012-1188,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,https://github.com/forkcms/forkcms
CVE-2012-1190,86073d532aed656550cb731aa5b4288b126ae7a6,https://github.com/phpmyadmin/phpmyadmin
CVE-2012-1207,a9986b86c53de0582248b39605660fbba0c21a29,https://github.com/forkcms/forkcms
CVE-2012-1208,df75e0797a6540c4d656969a2e7df7689603b2cf,https://github.com/forkcms/forkcms
CVE-2012-1208,8fa74dd3e2e32723cd121177dce6aeac37e29df6,https://github.com/forkcms/forkcms
CVE-2012-1208,d65c083adc91c88d21bd9a0df4c2688df634c6ff,https://github.com/forkcms/forkcms
CVE-2012-1209,df75e0797a6540c4d656969a2e7df7689603b2cf,https://github.com/forkcms/forkcms
CVE-2012-1209,c8ec9c58a6b3c46cdd924532c1de99bcda6072ed,https://github.com/forkcms/forkcms
CVE-2012-1226,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,https://github.com/Dolibarr/dolibarr
CVE-2012-1226,5381986e50dd6055f2b3b63281eaacffa0449da2,https://github.com/Dolibarr/dolibarr
CVE-2012-1571,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,https://github.com/glensc/file
CVE-2012-1571,1859fdb4e67c49c463c4e0078054335cd46ba295,https://github.com/glensc/file
CVE-2012-1583,d0772b70faaf8e9f2013b6c4273d94d5eac8047a,https://github.com/torvalds/linux
CVE-2012-1584,dcdf4fd954e3213c355746fa15b7480461972308,https://github.com/taglib/taglib
CVE-2012-1597,58854564c7b8672090c25c4b1677d08620d870f2,https://github.com/ezsystems/ezjscore
CVE-2012-1600,74174ad639664b52cc1609ede0af8bc403e98a00,https://github.com/phppgadmin/phppgadmin
CVE-2012-1617,1e7626f4e1a26371480989c0b937f107ea9a6d4b,https://github.com/osclass/OSClass
CVE-2012-1617,a40b76695994442644e46e1b776d79660500566a,https://github.com/osclass/OSClass
CVE-2012-1617,ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f,https://github.com/osclass/OSClass
CVE-2012-1836,fe7dbd2c104c37f6f3af7d9f1646a3c332aea4a4,https://github.com/inspircd/inspircd
CVE-2012-1902,c51817d3b8cb05ff54dca9373c0667e29b8498d4,https://github.com/phpmyadmin/phpmyadmin
CVE-2012-1909,a206b0ea12eb4606b93323268fc81a4f1f952531,https://github.com/sipa/bitcoin
CVE-2012-1910,8864019f6d88b13d3442843d9e6ebeb8dd938831,https://github.com/bitcoin/bitcoin
CVE-2012-2100,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b,https://github.com/torvalds/linux
CVE-2012-2101,1f644d210557b1254f7c7b39424b09a45329ade7,https://github.com/openstack/nova
CVE-2012-2119,b92946e2919134ebe2a4083e4302236295ea2a73,https://github.com/torvalds/linux
CVE-2012-2123,d52fc5dde171f030170a6cb78034d166b13c9445,https://github.com/torvalds/linux
CVE-2012-2127,905ad269c55fc62bee3da29f7b1d1efeba8aa1e1,https://github.com/torvalds/linux
CVE-2012-2129,ff71173477e54774b5571015d49d944f51cb8a26,https://github.com/splitbrain/dokuwiki
CVE-2012-2133,90481622d75715bfcb68501280a917dbfe516029,https://github.com/torvalds/linux
CVE-2012-2136,cc9b17ad29ecaa20bfe426a8d4dbfb94b13ff1cc,https://github.com/torvalds/linux
CVE-2012-2139,29aca25218e4c82991400eb9b0c933626aefc98f,https://github.com/mikel/mail
CVE-2012-2140,ac56f03bdfc30b379aeecd4ff317d08fdaa328c2,https://github.com/mikel/mail
CVE-2012-2140,39b590ddb08f90ddbe445837359a2c8843e533d0,https://github.com/mikel/mail
CVE-2012-2144,041b1c44c7d6cf5429505067c32f8f35166a8bab,https://github.com/openstack/horizon
CVE-2012-2313,1bb57e940e1958e40d51f2078f50c3a96a9b2d75,https://github.com/torvalds/linux
CVE-2012-2319,6f24f892871acc47b40dd594c63606a17c714f77,https://github.com/torvalds/linux
CVE-2012-2373,26c191788f18129af0eb32a358cdaea0c7479626,https://github.com/torvalds/linux
CVE-2012-2375,20e0fa98b751facf9a1101edaefbc19c82616a68,https://github.com/torvalds/linux
CVE-2012-2383,ed8cd3b2cd61004cab85380c52b1817aca1ca49b,https://github.com/torvalds/linux
CVE-2012-2384,44afb3a04391a74309d16180d1e4f8386fdfa745,https://github.com/torvalds/linux
CVE-2012-2385,9791768705528e911bfca6c4d8aa88139035060e,https://github.com/keithw/mosh
CVE-2012-2390,c50ac050811d6485616a193eb0f37bfbd191cc89,https://github.com/torvalds/linux
CVE-2012-2395,6d9167e5da44eca56bdf42b5776097a6779aaadf,https://github.com/cobbler/cobbler
CVE-2012-2417,9f912f13df99ad3421eff360d6a62d7dbec755c2,https://github.com/Legrandin/pycrypto
CVE-2012-2654,ff06c7c885dc94ed7c828e8cdbb8b5d850a7e654,https://github.com/openstack/nova
CVE-2012-2669,bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c,https://github.com/torvalds/linux
CVE-2012-2671,2e3a64d07daac4c757cc57620f2288e865a09b90,https://github.com/rtomayko/rack-cache
CVE-2012-2673,83231d0ab5ed60015797c3d1ad9056295ac3b2bb,https://github.com/ivmai/bdwgc
CVE-2012-2673,6a93f8e5bcad22137f41b6c60a1c7384baaec2b3,https://github.com/ivmai/bdwgc
CVE-2012-2673,e10c1eb9908c2774c16b3148b30d2f3823d66a9a,https://github.com/ivmai/bdwgc
CVE-2012-2673,be9df82919960214ee4b9d3313523bff44fd99e1,https://github.com/ivmai/bdwgc
CVE-2012-2674,7f5aa4f35e23fd37425b3a5041737cdf58f87385,https://github.com/android/platform_bionic
CVE-2012-2675,1a759756639ab7543b650a10c2d77a0ffc7a2000,https://github.com/ned14/nedmalloc
CVE-2012-2675,2965eca30c408c13473c4146a9d47d547d288db1,https://github.com/ned14/nedmalloc
CVE-2012-2744,9e2dcf72023d1447f09c47d77c99b0c49659e5ce,https://github.com/torvalds/linux
CVE-2012-2745,79549c6dfda0603dba9a70a53467ce62d9335c33,https://github.com/torvalds/linux
CVE-2012-2981,ed7365064c189b8f136a9f952062249167d1bd9e,https://github.com/webmin/webmin
CVE-2012-2982,1f1411fe7404ec3ac03e803cfa7e01515e71a213,https://github.com/webmin/webmin
CVE-2012-2983,4cd7bad70e23e4e19be8ccf7b9f245445b2b3b80,https://github.com/webmin/webmin
CVE-2012-3360,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,https://github.com/openstack/nova
CVE-2012-3361,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,https://github.com/openstack/nova
CVE-2012-3364,67de956ff5dc1d4f321e16cfbd63f5be3b691b43,https://github.com/torvalds/linux
CVE-2012-3366,a524967e8d5c4c22e49cd619aed20c87a316c0be,https://github.com/Bcfg2/bcfg2
CVE-2012-3371,034762e8060dcf0a11cb039b9d426b0d0bb1801d,https://github.com/openstack/nova
CVE-2012-3375,13d518074a952d33d47c428419693f63389547e9,https://github.com/torvalds/linux
CVE-2012-3382,d16d4623edb210635bec3ca3786481b82cde25a2,https://github.com/mono/mono
CVE-2012-3400,1df2ae31c724e57be9d7ac00d78db8a5dabdd050,https://github.com/torvalds/linux
CVE-2012-3400,adee11b2085bee90bd8f4f52123ffb07882d6256,https://github.com/torvalds/linux
CVE-2012-3408,ab9150baa1b738467a33b01df1d90e076253fbbd,https://github.com/puppetlabs/puppet
CVE-2012-3426,628149b3dc6b58b91fd08e6ca8d91c728ccb8626,https://github.com/openstack/keystone
CVE-2012-3426,375838cfceb88cacc312ff6564e64eb18ee6a355,https://github.com/openstack/keystone
CVE-2012-3426,a67b24878a6156eab17b9098fa649f0279256f5d,https://github.com/openstack/keystone
CVE-2012-3430,06b6a1cf6e776426766298d055bb3991957d90a7,https://github.com/torvalds/linux
CVE-2012-3447,ce4b2e27be45a85b310237615c47eb53f37bb5f3,https://github.com/openstack/nova
CVE-2012-3458,91becae76101cf87ce8cbfabe3af2622fc328fe5,https://github.com/bbangert/beaker
